               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                  10,            0.036048,            0.034689,           0.0015309,             0.88731,             0.88363,             0.91128,             0.67443,            0.033155,            0.021252,          0.00060445,           0.0095545,           0.0095545,           0.0095545
                  11,             0.03543,            0.034379,           0.0013097,             0.89108,             0.88774,             0.91505,             0.68533,            0.032053,            0.021036,          0.00045289,            0.009505,            0.009505,            0.009505
                  12,            0.035133,            0.034301,           0.0010869,             0.88564,             0.88682,             0.91264,             0.67798,            0.031647,            0.021204,          0.00040063,           0.0094555,           0.0094555,           0.0094555
                  13,            0.034973,            0.033808,           0.0011905,             0.89089,             0.88437,             0.91333,             0.68489,            0.032027,            0.021295,          0.00045533,            0.009406,            0.009406,            0.009406
                  14,            0.034823,            0.034541,           0.0012956,             0.89085,             0.88835,             0.91604,             0.68659,            0.031578,            0.020984,          0.00061375,           0.0093565,           0.0093565,           0.0093565
                  15,             0.03466,             0.03414,           0.0011591,              0.8934,             0.88444,             0.91549,             0.68377,            0.031451,            0.020983,          0.00066077,            0.009307,            0.009307,            0.009307
                  16,            0.034588,            0.034056,           0.0010922,             0.89057,             0.88533,              0.9201,             0.69111,            0.031495,             0.02082,          0.00049517,           0.0092575,           0.0092575,           0.0092575
                  17,            0.033899,             0.03289,          0.00088517,             0.89263,             0.89101,              0.9194,             0.69538,            0.031252,            0.020821,          0.00031875,            0.009208,            0.009208,            0.009208
                  18,            0.034224,            0.033501,          0.00094478,             0.89777,             0.88332,              0.9158,             0.68994,            0.031068,            0.021082,          0.00032555,           0.0091585,           0.0091585,           0.0091585
                  19,            0.034042,            0.033123,           0.0010242,             0.89703,             0.89137,             0.92152,              0.6921,            0.031223,            0.020648,          0.00021602,            0.009109,            0.009109,            0.009109
                  20,            0.033924,            0.033157,            0.001003,             0.89888,             0.88662,              0.9224,             0.69836,            0.030976,            0.020658,           0.0003945,           0.0090595,           0.0090595,           0.0090595
                  21,            0.033573,             0.03274,          0.00080131,             0.90253,             0.88381,             0.92067,             0.70036,            0.030793,            0.020717,          0.00019999,             0.00901,             0.00901,             0.00901
                  22,            0.033448,            0.032854,           0.0008851,             0.89755,             0.89554,             0.92312,             0.70181,            0.030895,            0.020581,          0.00025205,           0.0089605,           0.0089605,           0.0089605
                  23,            0.033473,            0.033331,          0.00089872,             0.89694,             0.88658,             0.91996,             0.70018,            0.030865,            0.020687,          0.00024116,            0.008911,            0.008911,            0.008911
                  24,            0.033147,            0.033407,          0.00074792,             0.90126,               0.888,             0.92498,             0.69522,            0.030757,            0.020416,          0.00023961,           0.0088615,           0.0088615,           0.0088615
                  25,            0.032903,            0.032833,           0.0007755,             0.89539,             0.89723,              0.9228,             0.70259,            0.030747,            0.020596,          0.00028753,            0.008812,            0.008812,            0.008812
                  26,            0.032854,             0.03253,          0.00071393,             0.89789,             0.89464,             0.92599,             0.70844,            0.030468,            0.020497,          0.00023963,           0.0087625,           0.0087625,           0.0087625
                  27,            0.032937,            0.032719,          0.00071628,             0.89983,              0.8962,             0.92463,             0.70698,            0.030201,             0.02043,          0.00017496,            0.008713,            0.008713,            0.008713
                  28,            0.032855,            0.032747,          0.00084778,             0.91002,             0.89182,             0.92906,             0.71082,            0.030563,            0.020318,          0.00019398,           0.0086635,           0.0086635,           0.0086635
                  29,            0.032862,            0.032899,          0.00067348,             0.89852,             0.89822,              0.9303,             0.71331,            0.030513,            0.020429,          0.00016053,            0.008614,            0.008614,            0.008614
                  30,            0.032474,            0.032347,          0.00065313,             0.90574,             0.89109,              0.9305,             0.71353,            0.030331,             0.02045,          0.00017036,           0.0085645,           0.0085645,           0.0085645
                  31,            0.032762,            0.032723,          0.00062084,             0.90693,             0.89041,             0.93197,             0.71387,            0.030197,            0.020291,           0.0001499,            0.008515,            0.008515,            0.008515
                  32,            0.032589,            0.031906,          0.00065109,             0.89951,             0.89666,             0.93254,             0.71325,            0.030317,             0.02026,          0.00016831,           0.0084655,           0.0084655,           0.0084655
                  33,            0.032163,            0.032117,          0.00062672,             0.90116,             0.89543,             0.93155,             0.70842,            0.030392,            0.020269,          0.00020517,            0.008416,            0.008416,            0.008416
                  34,            0.032545,            0.032056,          0.00079689,             0.90853,             0.89334,             0.93134,             0.71562,            0.030253,            0.020255,          0.00021658,           0.0083665,           0.0083665,           0.0083665
                  35,            0.032199,             0.03198,            0.000663,             0.90938,             0.88886,             0.92722,             0.71366,            0.030312,            0.020249,            0.000193,            0.008317,            0.008317,            0.008317
                  36,            0.031967,            0.031909,           0.0006281,             0.90081,             0.89901,             0.93359,             0.71657,            0.030186,            0.020238,          0.00013692,           0.0082675,           0.0082675,           0.0082675
                  37,            0.032047,            0.032402,          0.00062492,             0.90179,             0.89603,             0.93063,             0.71837,             0.03004,            0.020396,          0.00013571,            0.008218,            0.008218,            0.008218
                  38,            0.032233,            0.031938,          0.00068489,             0.90346,             0.90129,             0.93332,             0.71906,            0.029717,            0.020124,          0.00016033,           0.0081685,           0.0081685,           0.0081685
                  39,            0.032143,            0.031457,          0.00060912,             0.89972,             0.89884,             0.92946,             0.72015,            0.030071,            0.020322,          0.00011923,            0.008119,            0.008119,            0.008119
                  40,            0.032007,            0.032287,          0.00074994,             0.90211,              0.9021,             0.93312,             0.72009,            0.030033,            0.020225,          0.00018326,           0.0080695,           0.0080695,           0.0080695
                  41,            0.031822,            0.031527,          0.00053575,             0.89757,             0.89865,             0.93172,             0.71845,            0.030119,            0.020295,          0.00011446,             0.00802,             0.00802,             0.00802
                  42,            0.031854,             0.03175,          0.00053798,             0.91037,               0.894,             0.93336,             0.71893,            0.029938,            0.020234,          0.00010778,           0.0079705,           0.0079705,           0.0079705
                  43,             0.03178,            0.031553,          0.00050616,             0.90361,             0.90194,             0.93433,             0.72252,            0.029834,            0.020049,          0.00012054,            0.007921,            0.007921,            0.007921
                  44,            0.031813,            0.031683,          0.00065594,             0.90088,             0.89874,             0.93418,             0.72056,            0.029988,            0.020153,          0.00011869,           0.0078715,           0.0078715,           0.0078715
                  45,            0.031757,            0.031313,          0.00058019,             0.90527,             0.89693,              0.9323,             0.72019,            0.029843,            0.020142,          0.00012404,            0.007822,            0.007822,            0.007822
                  46,            0.031463,            0.031548,          0.00046388,             0.90437,              0.8971,             0.93349,             0.72477,            0.029725,            0.020169,          0.00011493,           0.0077725,           0.0077725,           0.0077725
                  47,            0.031536,            0.031568,          0.00046192,             0.90024,             0.90355,             0.93239,             0.72332,            0.029742,            0.020087,          0.00014321,            0.007723,            0.007723,            0.007723
                  48,            0.031575,            0.031425,          0.00059166,             0.91045,             0.89227,             0.93554,             0.72538,            0.029853,            0.020052,          0.00014754,           0.0076735,           0.0076735,           0.0076735
                  49,            0.031281,            0.031033,          0.00055772,             0.91033,             0.89434,             0.93453,             0.72416,            0.029735,            0.020027,          0.00010079,            0.007624,            0.007624,            0.007624
                  50,            0.031331,            0.030368,          0.00051727,             0.90718,             0.89684,             0.93547,             0.72557,             0.02985,             0.02011,          0.00010705,           0.0075745,           0.0075745,           0.0075745
                  51,            0.031288,             0.03129,          0.00049963,             0.91191,             0.89558,             0.93614,             0.72726,            0.029701,            0.020053,          0.00012497,            0.007525,            0.007525,            0.007525
                  52,             0.03116,            0.031155,          0.00053802,             0.90707,             0.89972,             0.93541,             0.72675,            0.029726,            0.020003,          0.00011522,           0.0074755,           0.0074755,           0.0074755
                  53,            0.031358,            0.030981,          0.00056316,             0.90878,             0.90196,             0.93722,             0.72847,            0.029744,            0.019966,          0.00010193,            0.007426,            0.007426,            0.007426
                  54,            0.030891,            0.030953,          0.00047713,             0.91261,             0.90209,              0.9387,             0.73012,            0.029645,            0.019963,          0.00010448,           0.0073765,           0.0073765,           0.0073765
                  55,            0.031021,            0.031337,          0.00055296,             0.91328,             0.90034,             0.93612,             0.72729,            0.029608,            0.020007,          9.6712e-05,            0.007327,            0.007327,            0.007327
                  56,             0.03092,            0.031179,          0.00046953,             0.90789,             0.90127,             0.93741,             0.72985,             0.02959,            0.019967,           8.889e-05,           0.0072775,           0.0072775,           0.0072775
                  57,            0.031073,            0.030886,          0.00048826,             0.91381,             0.89934,             0.93657,             0.72804,            0.029519,            0.019921,          8.8902e-05,            0.007228,            0.007228,            0.007228
                  58,            0.030991,            0.031197,          0.00043743,             0.91736,             0.88945,             0.93646,             0.72802,            0.029661,            0.019945,            9.88e-05,           0.0071785,           0.0071785,           0.0071785
                  59,            0.030842,            0.031076,          0.00046131,             0.91543,             0.89784,             0.93855,             0.73048,            0.029638,             0.01996,          0.00010451,            0.007129,            0.007129,            0.007129
                  60,            0.030822,            0.030852,          0.00045813,             0.91616,             0.89797,             0.93797,             0.73353,            0.029436,            0.019942,          0.00010023,           0.0070795,           0.0070795,           0.0070795
                  61,            0.030796,            0.031551,          0.00049785,             0.91193,             0.90116,             0.93901,             0.73146,            0.029526,            0.019908,           9.496e-05,             0.00703,             0.00703,             0.00703
                  62,            0.031114,            0.030766,          0.00070715,             0.90773,             0.90365,             0.93881,             0.73237,            0.029509,            0.019961,          0.00010424,           0.0069805,           0.0069805,           0.0069805
                  63,            0.031055,            0.031149,          0.00049197,             0.91039,             0.90007,             0.93851,             0.72912,            0.029556,            0.020001,          9.5375e-05,            0.006931,            0.006931,            0.006931
                  64,            0.030699,            0.030732,          0.00045369,             0.91188,             0.90149,             0.93821,             0.72926,            0.029527,            0.019944,          9.9225e-05,           0.0068815,           0.0068815,           0.0068815
                  65,            0.030529,            0.030578,          0.00044008,             0.90087,             0.90978,             0.93916,             0.73168,            0.029405,            0.019903,          8.9249e-05,            0.006832,            0.006832,            0.006832
                  66,            0.030644,            0.030678,          0.00050288,             0.90825,             0.90255,             0.93862,             0.73167,            0.029526,             0.01996,          8.4287e-05,           0.0067825,           0.0067825,           0.0067825
                  67,            0.030625,            0.030553,          0.00057641,             0.91396,             0.89927,             0.93851,             0.73339,            0.029437,            0.019972,          0.00010228,            0.006733,            0.006733,            0.006733
                  68,            0.030479,            0.030832,          0.00043662,             0.90968,             0.89779,             0.93854,             0.73524,            0.029428,            0.019913,          8.5692e-05,           0.0066835,           0.0066835,           0.0066835
                  69,            0.030414,            0.030227,          0.00047229,             0.91689,             0.89335,             0.93818,             0.73407,            0.029408,            0.019925,           8.457e-05,            0.006634,            0.006634,            0.006634
                  70,            0.030542,            0.030031,          0.00046051,             0.91485,             0.89494,             0.93827,             0.73514,            0.029423,            0.019829,          8.6215e-05,           0.0065845,           0.0065845,           0.0065845
                  71,            0.030368,            0.029702,          0.00038571,             0.90736,             0.90323,             0.93709,             0.73397,            0.029503,             0.01994,          7.6907e-05,            0.006535,            0.006535,            0.006535
                  72,            0.030174,            0.030385,          0.00035575,             0.90801,             0.90417,             0.93833,             0.73435,            0.029493,            0.019895,          8.5495e-05,           0.0064855,           0.0064855,           0.0064855
                  73,            0.030442,            0.030496,          0.00045777,             0.91352,             0.90098,             0.93867,             0.73552,            0.029364,            0.019911,          7.5887e-05,            0.006436,            0.006436,            0.006436
                  74,            0.029975,            0.029831,          0.00046048,             0.91322,             0.90048,             0.93745,              0.7361,            0.029375,             0.01991,           7.094e-05,           0.0063865,           0.0063865,           0.0063865
                  75,            0.030225,              0.0304,            0.000368,             0.91548,             0.90148,              0.9379,              0.7354,            0.029397,            0.019905,          6.6973e-05,            0.006337,            0.006337,            0.006337
                  76,            0.030116,            0.030148,          0.00044892,             0.91194,             0.90487,             0.93747,             0.73251,            0.029445,            0.019947,          7.2877e-05,           0.0062875,           0.0062875,           0.0062875
                  77,            0.030004,            0.030385,          0.00036638,             0.91263,             0.90266,             0.93602,             0.73549,            0.029407,            0.019943,          6.7869e-05,            0.006238,            0.006238,            0.006238
                  78,            0.029864,            0.029855,          0.00039279,             0.90858,             0.90561,             0.93723,             0.73704,            0.029379,            0.019936,          6.9214e-05,           0.0061885,           0.0061885,           0.0061885
                  79,            0.029998,            0.030482,          0.00046619,             0.90833,             0.90569,             0.93729,              0.7358,            0.029377,            0.019926,          6.5636e-05,            0.006139,            0.006139,            0.006139
                  80,            0.030182,            0.030401,          0.00045977,             0.91073,             0.90314,             0.93835,              0.7368,            0.029376,            0.019912,          6.7581e-05,           0.0060895,           0.0060895,           0.0060895
                  81,            0.030017,            0.030145,          0.00038566,              0.9064,             0.90815,             0.93669,             0.73406,            0.029451,             0.01996,           7.066e-05,             0.00604,             0.00604,             0.00604
                  82,            0.029838,            0.030211,          0.00042481,             0.90768,             0.90759,             0.93576,              0.7347,             0.02943,            0.019908,          6.6972e-05,           0.0059905,           0.0059905,           0.0059905
                  83,            0.029667,            0.029727,          0.00042965,             0.91193,             0.90217,             0.93692,             0.73375,            0.029396,            0.019941,          7.0229e-05,            0.005941,            0.005941,            0.005941
                  84,            0.029731,             0.02972,          0.00043787,             0.91134,             0.90575,             0.93694,             0.73658,            0.029362,            0.019921,          6.9474e-05,           0.0058915,           0.0058915,           0.0058915
                  85,            0.029803,            0.029755,          0.00037546,             0.91225,             0.90407,             0.93728,             0.73698,            0.029379,            0.019918,          6.8779e-05,            0.005842,            0.005842,            0.005842
                  86,            0.029571,            0.029646,          0.00035769,             0.91234,             0.90474,             0.93675,              0.7356,            0.029384,            0.019912,          6.8847e-05,           0.0057925,           0.0057925,           0.0057925
                  87,            0.029493,            0.029402,          0.00034416,             0.91353,              0.9049,             0.93759,             0.73581,            0.029417,            0.019925,          6.9475e-05,            0.005743,            0.005743,            0.005743
                  88,            0.029748,            0.029355,          0.00040791,             0.91078,             0.90554,             0.93719,              0.7345,            0.029415,            0.019915,          7.0712e-05,           0.0056935,           0.0056935,           0.0056935
                  89,            0.029335,            0.029681,          0.00039031,             0.91006,             0.90861,             0.93564,             0.73487,            0.029494,            0.019933,          6.6649e-05,            0.005644,            0.005644,            0.005644
                  90,            0.029502,            0.029531,          0.00039719,             0.90843,             0.90995,             0.93592,             0.73546,            0.029512,            0.019968,           6.833e-05,           0.0055945,           0.0055945,           0.0055945
                  91,            0.029662,            0.029545,          0.00042533,             0.90846,             0.91091,             0.93712,             0.73516,            0.029461,            0.019943,          6.8844e-05,            0.005545,            0.005545,            0.005545
                  92,            0.029284,            0.029422,          0.00038168,             0.91026,             0.90884,              0.9376,             0.73564,            0.029451,            0.019953,          6.7568e-05,           0.0054955,           0.0054955,           0.0054955
                  93,            0.029389,            0.029265,          0.00042489,             0.91184,             0.90834,             0.93658,             0.73519,            0.029409,            0.019957,          7.0817e-05,            0.005446,            0.005446,            0.005446
                  94,            0.029276,            0.029656,           0.0003898,             0.91359,             0.90418,             0.93644,             0.73498,            0.029405,            0.019996,          7.0466e-05,           0.0053965,           0.0053965,           0.0053965
                  95,             0.02942,            0.028952,           0.0003774,             0.91553,             0.90281,             0.93621,             0.73386,             0.02936,            0.020012,          6.8268e-05,            0.005347,            0.005347,            0.005347
                  96,            0.029084,            0.029255,           0.0003829,             0.91432,              0.9038,             0.93473,             0.73476,            0.029344,            0.020039,          6.6305e-05,           0.0052975,           0.0052975,           0.0052975
                  97,            0.029267,            0.029269,          0.00044577,             0.91369,             0.90642,             0.93576,             0.73569,            0.029342,            0.020028,          6.7283e-05,            0.005248,            0.005248,            0.005248
                  98,            0.028933,            0.029315,          0.00032558,             0.91725,             0.90369,               0.936,             0.73624,            0.029344,            0.020022,           6.768e-05,           0.0051985,           0.0051985,           0.0051985
                  99,            0.029109,            0.029275,           0.0003473,             0.91771,              0.9035,             0.93535,             0.73614,            0.029344,            0.020038,          6.8659e-05,            0.005149,            0.005149,            0.005149
                 100,             0.02889,            0.029104,          0.00031227,             0.91664,             0.90549,              0.9358,             0.73621,            0.029354,            0.020036,          6.7848e-05,           0.0050995,           0.0050995,           0.0050995
                 101,             0.02892,            0.029064,           0.0003133,             0.91608,             0.90534,              0.9367,              0.7371,            0.029362,            0.020052,          6.5617e-05,             0.00505,             0.00505,             0.00505
                 102,              0.0289,            0.028913,          0.00036672,             0.91619,             0.90336,             0.93635,             0.73621,            0.029352,            0.020068,          6.4557e-05,           0.0050005,           0.0050005,           0.0050005
                 103,            0.028918,            0.029102,          0.00031263,             0.91481,             0.90467,             0.93703,             0.73688,            0.029343,            0.020068,            6.67e-05,            0.004951,            0.004951,            0.004951
                 104,            0.028992,            0.029141,          0.00035582,             0.91565,             0.90426,             0.93737,             0.73779,            0.029337,            0.020069,          6.6893e-05,           0.0049015,           0.0049015,           0.0049015
                 105,            0.028687,            0.028892,          0.00028723,             0.91593,              0.9035,             0.93732,             0.73867,            0.029345,            0.020078,           6.599e-05,            0.004852,            0.004852,            0.004852
                 106,            0.028728,            0.029168,          0.00029479,             0.91504,             0.90481,             0.93728,             0.73847,             0.02937,            0.020086,          6.7053e-05,           0.0048025,           0.0048025,           0.0048025
                 107,            0.028801,            0.028633,          0.00036242,             0.91566,             0.90468,             0.93711,             0.73837,            0.029386,            0.020078,          6.5788e-05,            0.004753,            0.004753,            0.004753
                 108,             0.02849,             0.02874,          0.00030584,             0.91501,             0.90558,             0.93687,             0.73818,            0.029393,            0.020074,          6.3916e-05,           0.0047035,           0.0047035,           0.0047035
                 109,            0.028504,            0.028828,          0.00032702,             0.91421,              0.9059,             0.93661,             0.73817,            0.029402,            0.020083,          6.2752e-05,            0.004654,            0.004654,            0.004654
                 110,            0.028544,            0.028554,          0.00032981,             0.91427,             0.90568,             0.93642,             0.73797,            0.029406,            0.020092,          6.2489e-05,           0.0046045,           0.0046045,           0.0046045
                 111,            0.028727,            0.028757,          0.00031895,             0.91486,              0.9059,             0.93643,             0.73878,            0.029411,            0.020102,          6.2163e-05,            0.004555,            0.004555,            0.004555
                 112,            0.028549,            0.028474,          0.00028934,              0.9138,             0.90644,             0.93624,             0.73858,            0.029435,            0.020104,          6.1911e-05,           0.0045055,           0.0045055,           0.0045055
                 113,            0.028506,            0.028595,          0.00028655,             0.91331,             0.90766,             0.93631,             0.73859,            0.029444,            0.020099,          6.0604e-05,            0.004456,            0.004456,            0.004456
                 114,            0.028371,            0.028817,          0.00030062,             0.91253,             0.90836,             0.93623,             0.73716,             0.02947,            0.020098,          6.1305e-05,           0.0044065,           0.0044065,           0.0044065
                 115,            0.028249,            0.028482,          0.00028493,             0.91117,             0.90869,             0.93615,             0.73738,            0.029487,            0.020099,          6.2018e-05,            0.004357,            0.004357,            0.004357
                 116,            0.028188,            0.028566,          0.00030032,             0.91151,              0.9084,             0.93622,             0.73756,            0.029507,            0.020114,          6.3212e-05,           0.0043075,           0.0043075,           0.0043075
                 117,            0.028256,            0.028631,          0.00023615,             0.91258,             0.90709,             0.93615,             0.73777,            0.029517,            0.020126,          6.4219e-05,            0.004258,            0.004258,            0.004258
                 118,            0.028312,            0.028219,          0.00026008,             0.91235,              0.9074,              0.9354,             0.73804,            0.029516,            0.020131,          6.4768e-05,           0.0042085,           0.0042085,           0.0042085
                 119,            0.028092,            0.028368,          0.00029783,             0.91302,             0.90693,             0.93554,             0.73859,            0.029519,            0.020132,          6.5012e-05,            0.004159,            0.004159,            0.004159
                 120,            0.028233,             0.02853,          0.00029417,             0.91488,             0.90616,             0.93617,             0.73884,            0.029521,            0.020137,          6.4819e-05,           0.0041095,           0.0041095,           0.0041095
                 121,            0.027978,              0.0283,          0.00032461,             0.91398,             0.90607,             0.93578,             0.73886,             0.02953,            0.020148,          6.3929e-05,             0.00406,             0.00406,             0.00406
                 122,            0.027939,            0.028523,          0.00027353,             0.91419,             0.90552,             0.93559,             0.73861,            0.029537,            0.020158,          6.2866e-05,           0.0040105,           0.0040105,           0.0040105
                 123,            0.028147,            0.027965,          0.00029943,              0.9135,             0.90602,             0.93545,             0.73796,            0.029549,            0.020161,          6.2186e-05,            0.003961,            0.003961,            0.003961
                 124,            0.027997,            0.028199,          0.00029287,             0.91452,             0.90628,             0.93545,             0.73852,            0.029554,            0.020165,          6.2328e-05,           0.0039115,           0.0039115,           0.0039115
                 125,            0.028012,            0.028222,          0.00028939,             0.91602,             0.90563,             0.93541,             0.73867,            0.029556,            0.020168,          6.2462e-05,            0.003862,            0.003862,            0.003862
                 126,            0.027735,            0.027494,          0.00028003,             0.91542,             0.90567,             0.93548,               0.739,             0.02956,            0.020172,          6.1646e-05,           0.0038125,           0.0038125,           0.0038125
                 127,            0.027958,            0.028164,          0.00025923,             0.91572,             0.90525,              0.9353,             0.73884,            0.029559,            0.020179,          6.0766e-05,            0.003763,            0.003763,            0.003763
                 128,            0.027754,            0.028397,          0.00029263,              0.9167,             0.90359,             0.93514,             0.73819,             0.02956,            0.020187,          6.0963e-05,           0.0037135,           0.0037135,           0.0037135
                 129,            0.027577,             0.02746,           0.0002576,             0.91561,              0.9039,             0.93523,             0.73815,            0.029567,              0.0202,           6.073e-05,            0.003664,            0.003664,            0.003664
                 130,            0.027646,            0.027649,          0.00022907,             0.90999,             0.90928,             0.93495,             0.73829,            0.029576,            0.020212,            6.07e-05,           0.0036145,           0.0036145,           0.0036145
                 131,            0.027454,            0.027954,          0.00029988,               0.911,             0.90792,             0.93493,             0.73806,             0.02958,            0.020224,          6.0542e-05,            0.003565,            0.003565,            0.003565
                 132,            0.027378,            0.027381,          0.00031209,             0.91145,             0.90641,             0.93461,             0.73794,             0.02959,            0.020239,          6.0576e-05,           0.0035155,           0.0035155,           0.0035155
                 133,            0.027535,            0.027571,           0.0002156,             0.91165,             0.90655,              0.9345,             0.73787,            0.029599,            0.020251,          6.0119e-05,            0.003466,            0.003466,            0.003466
                 134,            0.027299,            0.027664,          0.00022507,             0.91157,             0.90617,             0.93416,              0.7382,             0.02961,            0.020262,          6.0058e-05,           0.0034165,           0.0034165,           0.0034165
                 135,            0.027247,            0.027232,          0.00025878,             0.91168,             0.90679,              0.9342,             0.73814,             0.02962,            0.020274,          5.9373e-05,            0.003367,            0.003367,            0.003367
                 136,            0.027364,            0.027718,          0.00029975,             0.91119,             0.90673,             0.93424,             0.73822,            0.029631,             0.02028,          5.8745e-05,           0.0033175,           0.0033175,           0.0033175
                 137,            0.027303,            0.027704,          0.00027182,             0.91158,             0.90655,             0.93398,             0.73818,            0.029642,            0.020287,          5.8346e-05,            0.003268,            0.003268,            0.003268
                 138,             0.02723,            0.027468,          0.00028114,             0.91171,               0.906,              0.9338,             0.73794,            0.029646,            0.020295,           5.785e-05,           0.0032185,           0.0032185,           0.0032185
                 139,            0.027294,            0.027535,          0.00028095,             0.91137,             0.90585,              0.9337,             0.73813,            0.029655,            0.020304,          5.7555e-05,            0.003169,            0.003169,            0.003169
                 140,            0.027192,            0.027927,          0.00021906,             0.91145,             0.90593,             0.93361,             0.73768,            0.029661,            0.020312,          5.7007e-05,           0.0031195,           0.0031195,           0.0031195
                 141,            0.027085,            0.027693,          0.00023391,             0.90854,              0.9078,             0.93365,             0.73799,            0.029669,            0.020324,          5.6377e-05,             0.00307,             0.00307,             0.00307
                 142,            0.026934,            0.027391,          0.00023317,             0.90767,             0.90874,             0.93366,             0.73822,            0.029681,            0.020334,            5.62e-05,           0.0030205,           0.0030205,           0.0030205
                 143,            0.026933,            0.027019,          0.00022293,              0.9074,             0.90885,              0.9334,             0.73788,            0.029694,            0.020343,          5.5816e-05,            0.002971,            0.002971,            0.002971
                 144,            0.027034,            0.027256,          0.00024913,             0.90719,             0.90866,             0.93315,             0.73768,            0.029708,            0.020353,          5.5456e-05,           0.0029215,           0.0029215,           0.0029215
                 145,            0.026871,            0.026848,          0.00023302,             0.90686,             0.90857,             0.93317,             0.73734,             0.02972,            0.020363,          5.5249e-05,            0.002872,            0.002872,            0.002872
                 146,            0.026778,            0.027164,          0.00022241,             0.90785,              0.9076,             0.93312,             0.73743,            0.029731,            0.020373,          5.5135e-05,           0.0028225,           0.0028225,           0.0028225
                 147,            0.026784,            0.027074,            0.000227,             0.90824,             0.90758,             0.93312,             0.73745,            0.029739,            0.020382,          5.4896e-05,            0.002773,            0.002773,            0.002773
                 148,            0.026524,            0.026918,          0.00021011,             0.90774,             0.90793,             0.93302,             0.73736,            0.029747,            0.020391,          5.4718e-05,           0.0027235,           0.0027235,           0.0027235
                 149,            0.026836,            0.027209,          0.00017859,             0.90764,             0.90788,             0.93312,              0.7375,            0.029757,            0.020402,          5.4586e-05,            0.002674,            0.002674,            0.002674
                 150,            0.026575,             0.02717,          0.00018904,             0.90765,             0.90852,             0.93304,             0.73762,            0.029767,            0.020415,          5.4419e-05,           0.0026245,           0.0026245,           0.0026245
                 151,            0.026521,              0.0269,          0.00019072,             0.90841,             0.90821,             0.93306,             0.73725,            0.029775,            0.020424,          5.4251e-05,            0.002575,            0.002575,            0.002575
                 152,            0.026789,            0.027501,          0.00020501,             0.90851,             0.90825,             0.93304,             0.73771,            0.029782,            0.020432,          5.4076e-05,           0.0025255,           0.0025255,           0.0025255
                 153,            0.026534,            0.026623,          0.00022623,             0.90862,             0.90742,             0.93283,             0.73788,            0.029792,            0.020442,          5.3945e-05,            0.002476,            0.002476,            0.002476
                 154,            0.026363,            0.026944,          0.00021255,             0.90875,             0.90738,             0.93281,             0.73749,            0.029803,            0.020453,          5.3518e-05,           0.0024265,           0.0024265,           0.0024265
                 155,            0.026358,            0.026719,          0.00017121,             0.90942,             0.90634,             0.93261,             0.73735,            0.029808,            0.020462,          5.3405e-05,            0.002377,            0.002377,            0.002377
                 156,             0.02652,             0.02692,          0.00021115,              0.9099,             0.90612,             0.93272,             0.73754,            0.029814,             0.02047,          5.3342e-05,           0.0023275,           0.0023275,           0.0023275
                 157,            0.026279,            0.026509,          0.00018596,             0.90994,             0.90587,             0.93255,             0.73729,            0.029821,             0.02048,          5.3249e-05,            0.002278,            0.002278,            0.002278
