               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                 158,            0.026275,            0.026704,           0.0001955,              0.9099,              0.9066,             0.93274,             0.73756,             0.02983,            0.020488,          5.3054e-05,           0.0022285,           0.0022285,           0.0022285
                 159,            0.026043,            0.026223,          0.00015744,             0.91004,              0.9063,             0.93254,             0.73712,            0.029839,            0.020497,          5.2984e-05,            0.002179,            0.002179,            0.002179
                 160,            0.026143,            0.026669,          0.00020187,             0.91068,             0.90619,             0.93248,             0.73683,            0.029847,            0.020505,          5.2782e-05,           0.0021295,           0.0021295,           0.0021295
                 161,            0.026088,            0.027034,          0.00013084,             0.91163,             0.90545,             0.93246,              0.7368,            0.029855,            0.020514,          5.2487e-05,             0.00208,             0.00208,             0.00208
                 162,            0.026089,            0.026724,          0.00020624,             0.91201,             0.90505,             0.93236,             0.73706,            0.029865,            0.020523,          5.2395e-05,           0.0020305,           0.0020305,           0.0020305
                 163,             0.02597,            0.026103,          0.00018063,             0.91177,             0.90507,             0.93233,             0.73675,            0.029875,            0.020531,          5.2196e-05,            0.001981,            0.001981,            0.001981
                 164,            0.025952,            0.026395,          0.00017226,             0.91148,             0.90504,             0.93227,             0.73633,            0.029883,            0.020541,          5.2156e-05,           0.0019315,           0.0019315,           0.0019315
                 165,            0.025973,            0.026489,          0.00020274,             0.91109,             0.90524,             0.93221,             0.73633,            0.029894,            0.020551,           5.216e-05,            0.001882,            0.001882,            0.001882
                 166,            0.025857,            0.026787,          0.00018307,             0.91124,             0.90507,             0.93205,             0.73686,            0.029904,             0.02056,          5.2229e-05,           0.0018325,           0.0018325,           0.0018325
                 167,            0.025825,            0.026145,          0.00016312,             0.91109,             0.90527,               0.932,             0.73691,            0.029913,             0.02057,           5.217e-05,            0.001783,            0.001783,            0.001783
                 168,            0.025576,            0.025855,          0.00016862,             0.91092,              0.9056,             0.93205,             0.73704,            0.029922,             0.02058,          5.2192e-05,           0.0017335,           0.0017335,           0.0017335
                 169,            0.025727,            0.025791,          0.00016058,             0.90839,             0.90812,             0.93199,             0.73695,            0.029931,             0.02059,          5.2168e-05,            0.001684,            0.001684,            0.001684
                 170,            0.025832,            0.025902,          0.00017279,             0.90829,             0.90839,             0.93203,             0.73702,            0.029937,            0.020598,          5.2117e-05,           0.0016345,           0.0016345,           0.0016345
                 171,            0.025539,            0.025674,          0.00013463,             0.90933,             0.90747,             0.93206,             0.73718,            0.029947,            0.020606,          5.2008e-05,            0.001585,            0.001585,            0.001585
                 172,            0.025563,            0.025855,          0.00014379,             0.90894,             0.90827,               0.932,             0.73673,            0.029958,            0.020615,          5.2028e-05,           0.0015355,           0.0015355,           0.0015355
                 173,            0.025411,            0.026081,          0.00012051,             0.90916,             0.90813,             0.93187,             0.73691,            0.029966,            0.020624,          5.1907e-05,            0.001486,            0.001486,            0.001486
                 174,            0.025429,            0.026386,          0.00017557,             0.90832,              0.9086,              0.9319,             0.73709,            0.029971,            0.020633,          5.1824e-05,           0.0014365,           0.0014365,           0.0014365
                 175,            0.025363,            0.025939,          0.00012872,             0.90899,             0.90813,             0.93197,             0.73689,            0.029978,            0.020643,          5.1892e-05,            0.001387,            0.001387,            0.001387
                 176,             0.02546,            0.025769,          0.00018205,             0.90961,             0.90824,             0.93181,             0.73665,            0.029985,            0.020651,          5.1843e-05,           0.0013375,           0.0013375,           0.0013375
                 177,            0.025318,            0.025686,          0.00013748,             0.90881,              0.9085,             0.93175,             0.73634,            0.029991,            0.020661,          5.1744e-05,            0.001288,            0.001288,            0.001288
                 178,            0.025287,            0.025998,          0.00019761,              0.9092,             0.90822,             0.93177,             0.73627,                0.03,             0.02067,          5.1809e-05,           0.0012385,           0.0012385,           0.0012385
                 179,             0.02505,            0.025402,          0.00013438,             0.90898,             0.90832,             0.93153,             0.73602,            0.030006,            0.020679,          5.1731e-05,            0.001189,            0.001189,            0.001189
                 180,            0.025012,            0.025513,          0.00014581,              0.9088,             0.90821,             0.93134,             0.73657,            0.030013,            0.020689,          5.1561e-05,           0.0011395,           0.0011395,           0.0011395
                 181,            0.025226,            0.025967,          0.00015706,             0.90852,             0.90835,             0.93143,             0.73703,             0.03002,            0.020698,          5.1406e-05,             0.00109,             0.00109,             0.00109
                 182,            0.025094,            0.025481,          0.00013969,             0.90839,             0.90834,             0.93136,             0.73713,            0.030028,             0.02071,          5.1331e-05,           0.0010405,           0.0010405,           0.0010405
                 183,             0.02505,            0.025466,          0.00012491,             0.90838,             0.90864,             0.93131,             0.73712,            0.030036,            0.020721,          5.1256e-05,            0.000991,            0.000991,            0.000991
                 184,            0.024854,            0.025306,          0.00012903,             0.90848,             0.90853,             0.93127,             0.73694,            0.030045,            0.020732,          5.1023e-05,           0.0009415,           0.0009415,           0.0009415
                 185,            0.024906,            0.025657,           0.0001505,             0.90769,             0.90912,             0.93115,             0.73636,            0.030055,            0.020743,           5.097e-05,            0.000892,            0.000892,            0.000892
                 186,            0.024747,            0.025456,          0.00011098,             0.90801,             0.90912,             0.93106,             0.73621,            0.030062,            0.020755,          5.0876e-05,           0.0008425,           0.0008425,           0.0008425
                 187,            0.024781,            0.025061,          0.00012546,             0.90802,               0.909,             0.93099,             0.73646,            0.030069,            0.020767,          5.0771e-05,            0.000793,            0.000793,            0.000793
                 188,            0.024585,            0.025109,          0.00010533,             0.90792,             0.90924,             0.93109,             0.73661,            0.030076,            0.020778,          5.0735e-05,           0.0007435,           0.0007435,           0.0007435
                 189,            0.024675,            0.024956,          0.00017239,             0.90799,             0.90898,             0.93088,             0.73619,            0.030083,            0.020789,          5.0558e-05,            0.000694,            0.000694,            0.000694
                 190,            0.024659,            0.025087,           0.0001048,             0.90809,             0.90895,              0.9308,             0.73641,            0.030088,            0.020801,           5.043e-05,           0.0006445,           0.0006445,           0.0006445
                 191,            0.024543,            0.025085,          0.00013318,             0.90784,             0.90903,              0.9308,              0.7364,            0.030098,            0.020813,          5.0292e-05,            0.000595,            0.000595,            0.000595
                 192,            0.024382,            0.024706,          9.6128e-05,             0.90795,             0.90869,             0.93068,             0.73673,            0.030105,            0.020824,          5.0131e-05,           0.0005455,           0.0005455,           0.0005455
                 193,            0.024431,            0.024937,          9.5885e-05,             0.90768,             0.90881,             0.93062,             0.73658,            0.030112,            0.020835,          4.9934e-05,            0.000496,            0.000496,            0.000496
                 194,            0.024346,            0.025175,          0.00010186,             0.90758,             0.90924,             0.93068,             0.73661,             0.03012,            0.020847,          4.9726e-05,           0.0004465,           0.0004465,           0.0004465
                 195,             0.02424,            0.024585,          0.00011639,             0.90743,             0.90936,             0.93063,             0.73648,            0.030126,            0.020859,          4.9558e-05,            0.000397,            0.000397,            0.000397
                 196,            0.024366,            0.025584,          0.00011007,             0.90737,             0.90928,             0.93067,             0.73665,            0.030134,             0.02087,          4.9352e-05,           0.0003475,           0.0003475,           0.0003475
                 197,            0.024262,            0.024619,          9.6123e-05,             0.90843,              0.9084,             0.93068,             0.73677,            0.030142,            0.020883,          4.9073e-05,            0.000298,            0.000298,            0.000298
                 198,            0.024257,            0.025215,          0.00010977,             0.90826,             0.90831,             0.93063,             0.73733,            0.030151,            0.020896,           4.889e-05,           0.0002485,           0.0002485,           0.0002485
                 199,            0.024383,            0.025146,          0.00010302,             0.90724,              0.9093,             0.93052,             0.73777,            0.030158,            0.020909,          4.8715e-05,            0.000199,            0.000199,            0.000199
